	text	class
2488	 И в #Москве скоро будет #весна ☀️ #sochi #2015 #минутаслабости #воспоминания @ Sochi	0.0
2489	" ""Люби – и ты будешь поступать справедливо во всяком случае, сам того не замечая.  Это духовное начало научит тебя, как поступать во всех стечениях обстоятельств"". Святитель Иннокентий Херсонский"	0.0
2490	 В честь праздника весны побалуйте себя нежным подарком! Или дарите близким и любимым. Сладость рядом - в магазинах МАГНИТ! И очень доступно: до 10 марта действует акция Снижение цены. Купите конфеты Раффаэлло 150г. по специальной цене всего 139,90руб. Адреса магазинов и подробности акции читайте здесь: http://magnit-info.ru/buyers/actions/detail.php?ID=5845838	1.0
2491	" Дорогие друзья!  Вот и пролетели 2 месяца,как я участвую в сервисе ""Системе Оплаты Кредитов"" , через месяц я полностью верну свои вложения и буду получать чистую прибыль.  Особенности сервиса:  - Без обязательных приглашений.  - Инвестируя в сервис «Система Оплаты Кредитов» Вы целый год ежемесячно будете получать чистую прибыль.  Показать полностью..  Почему я сделала именно этот выбор:  - Отсутствует аккумуляция средств (деньги распределяются между участниками)  - Автоматические выплаты Ежемесячно на вашу дебетовую карту в банке.  - Отличная партнерская программа для активных Участников.  - Долгосрочность работы системы.  - Минимальный взнос от 6000 до 150 000 рублей.  Мои контакты:  Skype: kristinafilipova1  Всем кому интересно быть в числе первых пишите мне в личку. Успей быть ПЕРВЫМ!  Моя ссылка: http://lk.systemaok.com/user/register?referral_id=39  Сайте: http://systemaok.com/"	1.0
2492	" Sushi Guru разыгрывает 10 билетов на концерт группы ""БИ-2"" который состоится 15 марта в Tondiraba Jäähall. Для участия перейдите на страницу Sushi Guru: www.facebook.com/sushiguru.ee NB! В Sushi Guru БЕСПЛАТНАЯ доставка ! "	1.0
2493	 В Баре #bar #montenegro #barmontenegro #oldtown @ Bar Montenegro	0.0
2494	 Для создания портфолио для моего сайта,готов провести БЕСПЛАТНО свадьбу в г.Краснодаре. Все расходы на координатора и звукорежиссера возьму на себя.Писать в личку,мой сайт: http://www.shchegloff.com	1.0
2495	 Пятая колонна в России	0.0
2496	 Им удобней переделать тебя Чем принять таким как есть Моральный рост, духовный вес  Стандарт - так легче тебя съесть  Новорожденным начинаешь путь  По шершавой дороге клише  Наполняясь жизнью, кусаешь грудь Не зная, что будет дальше  А дальше - коллекция, норматив  Стандарт - выбор сделан за нас И медленно круг курвит в квадрат  Игра без ворот, но в пас Мать-скульптор лепит тебя из глины  Фобий и комплексов  Пытаясь на старость иметь про запас  Крутого героя из комиксов  Школа нас сразу делит на классы  Кого, куда - это неважно  Мы начинаем свой путь в общей массе  Как нефть на огромной барже  Следом грядет обработка сырья  Какое ты топливо: Для порша, волги или дизеля  Выбор технолога  Следом ВУЗ. И ты завязан в узел  Неважно как попал сюда  Медалист или заряженный лузер  Продолжается игра  Тебя выбирает противоположный пол  Цвет, вкус, рост  И вот вы идете уже вдвоем  На самый высокий мост  Оттуда головою вниз  В реку без воды  Друг другу шепча обман  Мы не падаем, а летим...	0.0
2497	 Самый большой в Беларуси выбор качественных волос для наращивания!  Все волосики открашены на нашей фабрике в Минске Опт на поддянутые волосики славянского типа Блонд и русые - от 99 долларов  Темные - от 70 долларов	1.0
2498	 Не обижайте матерей, На матерей не обижайтесь. Перед разлукой у дверей Нежнее с ними попрощайтесь. И уходить за поворот Вы не спешите, не спешите, И ей, стоящей у ворот, Как можно дольше помашите. Вздыхают матери в тиши, В тиши ночей, в тиши тревожной. Для них мы вечно — малыши, И с этим спорить невозможно. Так будьте чуточку добрей, Опекой их не раздражайтесь. Не обижайте матерей, На матерей не обижайтесь. Они страдают от разлук, И нам в дороге беспредельной Без материнских добрых рук — Как малышам без колыбельной. Пишите письма им скорей И слов высоких не стесняйтесь. Не обижайте матерей. На матерей не обижайтесь.	0.0
2499	 Лотерея сегодня прошла прекрасно... Мы работали, Маша развлекалась как могла💃👙🌹(вот и доверь ей телефон) Ну, а наша Валя с лучшим результатом месяца👑-7 кг👏👏👏всего за один курс!!!	0.0
2500	 И диплом не спас	0.0
2501	 Открывая Вам свои карты... Я беру в руки другие...	0.0
2502	 My Railway for Android Только что я достиг 12 уровня в My Railway! Вы тоже можете получить ее бесплатно на Android!	1.0
2503	 Сломались в Волхострое (((	0.0
2504	" ____________МАРТ 2015г_____________ по записи-""Маникюр"", 5дней по записи-!Маникюр,гель-лак"", 5 дней по записи-""Маникюр,наращивание ногтей"", 5 дней по записи-""Наращивание ногтей"" (гель), 5 дней по записи-""Наращивание ресниц"", 1 день по записи-""Педикюр"" , 2 дня по записи-""Депиляция"", 1 день 09. - ""Омбре"", 1 день 13 - 14 - ""Художественная роспись"", 2 дня 18 - ""Натуральные текстуры"", 1 день 23-24 - ""Акварель"", 1-2 дня  26-27 - ""Китайская роспись""1- 2 дня 31 - ""Фольга в художественной росписи"",1 день Мы рады Вас видеть! Запись по тел 24-19-26 или 911-555-99-55."	0.0
2505	0	0.0
2506	 “Чечетов: Прощання”. Hromadske.doc	1.0
2507	 тихо исподволь начинается то, что, казалось бы, забываться стало...	0.0
2508	 ТопливоДар - Запуск новой компании в мире! Бесплатная регистрация в компанию! Презентация 3 марта в 14:00 Москвы и 5 марта в 19:30 Москвы .http://stas-sepg.as7.su/16 Заходим без регистрации  http://st10.su/conference/manager/stas-sepg	1.0
2509	 Я на 110-ом уровне в игре «4 Картинки 1 Слово». Посмотрите – http://bit.ly/4p1wru. А сколько уровней вы сможете пройти?	1.0
2510	 В тему!...😔	0.0
2511	 Опять предлагают а больницу. Да лучшк смерть, чем услуги для нищих. Спокойной ночи гуманистам. И смерти тем, кто желает ее.	0.0
2512	" Привет друзья! Сижу в [club43357048|антикафе It""s Time] на Смолина! Жду ребят на Мафию. Поиграем! ;) Интересная новость, В течение февраля-марта здесь будет проводиться дегустация фастфуда - пиццы, бургеры и т.д.!  Сказали, что бесплатно! ))) Кто со мной? [club43357048|Подробнее тут], #itstime_uu, #anticafe, #ulanude, #уланудэ, #cRiver"	1.0
2513	 Выбери из 2 вариантов правильный! Самая веселая и захватывающая викторина! Кликай на картинку и качай бесплатно	1.0
2514	 Мне очень понравились игровые автоматы Вулкан Клуб на моем Android’e. Получай удовольствие от классических автоматов в новом исполнении! Установи их совершенно бесплатно! Нажми сюда, чтобы посмотреть	1.0
2515	 Пора влюбленных пар, бабочек в животе и глупых поступков - весна.	0.0
2516	 Подари детям зимнюю сказку!	0.0
2517	 Теперь я играю в Тропический остров!	1.0
2518	 У меня будет самый лучший сынулька,весь в папу..	0.0
2519	 А у вас есть человек, после знакомства с которым мир  уже не тот,что раньше? Будто судьба преподнесла подарок, именно в тот момент, когда так сильно нуждался в нем! Так вот у меня есть такой подарок!Человек-солнце,человек-ангел! Все темное, обрело краски. Все ненужное ,стало неважным!  Ты мое чудо света, ведь каждый мой день уже не тот,что раньше, ведь я знаю, что на свете есть такие же потрясающие люди, что есть ты!	0.0
2520	 Тишину невозможно и не нужно создавать. Тишина уже есть, просто её обычно заслоняет шум мыслей. Почувствуйте её. Экхарт Толле	0.0
2521	 Прикоснись ко мне, Забудь сомненья! Наслаждайся Каждым ощущеньем! Пусть начнётся сон, Пусть тебя забросит он Во влась моих творений И мечты - Во власть волшебной Песни темноты. Дать мне крылья Можешь только ты - Спой мне, спой мне Песню Темноты... The Phantom of the Opera (Призрак оперы)	0.0
2522	 Сегодня был офигенный день! Солнце. Я был один из первых на канатке и взорвал нетронутые участки, но правда всего три спуска успел. Потом народу понаехало и раскатали все в 30 минут. И тут я спустился в ту часть горы где нет подьемника, само сабой по нетронутому. Внизу прилепил камуса и пошагал наверх. Час шёл, уматался, но доволен!	0.0
2523	 Может и не немножко..	0.0
2524	 Бесплатная коллекция инструкций в приложении #КальянMix - лучшем приложении о кальянах. www.shishamix.com	1.0
2525	 Сердце мое, даже если мы с тобой сейчас не нашли общий язык, это не говорит о том, что завтра я тебе не протяну руку на встречу тебе! Будь со мной рядом и ты все поймешь.	0.0
2526	 Манящее солнце Чучхе. Почему провести ближайший отпуск стоит в Северной Корее - TUT.BY | НОВОСТИ	0.0
2527	 Продаю детали он Excelsior по 3 голоса за Одну. Пишите в ЛС	1.0
2528	 Не осуждайте тех, кто вас не понял...  И не судите тех, кто предал вас... Ведь жизнь без них у вас будет спокойней...  Без фальши, лжи, заботы напоказ... Не осуждайте тех, кто вас обидел...  Но помните всех тех, кто вам помог... Нам не дано всё наперёд предвидеть,  Быть может, это ценный был урок! Не мстите тем, кто вас в беде оставил...  А обнимите крепко тех, кто рядом был.  Нет в этой жизни точных для всех правил... Но не расходуйте напрасно вы свой пыл. Пусть истинных друзей на свете мало,  Не обижайтесь на всех тех, кто вас отверг. Это вам жизнь искусно показала,  Кто был чужой, а кто - родной вам человек. Не осуждайте тех, кто вас обидел,  Попробуйте простить и осознать.  Ни капли радости нет в том, кто ненавидит,  Но есть любовь у тех, кто может отпускать! Не осуждайте тех, кто делал больно... Оставьте в прошлом их, обида - тяжкий груз, Но постарайтесь не задеть невольно  Тех кто был рядом, не скрывая чувств. Почаще их за всё благодарите,  За свет улыбок и тепло их добрых глаз... И просто радуясь всему что есть, живите, Тогда и счастье будет жить у Вас!	0.0
2529	 Добавь себе на стену и узнай какая ты:  1.] Хорошая 😍 2.] Злая😡 3.] Очень любознательная😯 4.] Прикольная😎 5.] Красивая☺ 6.] Урод😵 7.] Смешная 😃 8.] Настоящий друг😉 9.] Предатель😏 10.] Игнорщик 😷 11.] Подниматель настроения😂 12.] Неформал😈 13.] Рокер😎 14.] Ленивая😣 15.] Умная 😇 16.] Тупая😵 17.] Разговорчивая😉 18.] Скрытая😎 19.] Обычная😐 20.] Развратная😍 21.] Игроман😵 22.] Толстая😋 23.] Дибил мира😲 24.] Ум мира😇 25.] Подозрительная😎 28.] Грубая 😁	0.0
2530	 Добрый и аккуратный конь Жених😄 у @BrieBerger совершенно флегматичный конь Хакер. Без приключений на пятые точки не обошлось😝	0.0
2531	 А теперь, милые детишки, прошу внимания. Я – голос из подушки. Я вам кое-что принёс, Я вырвал это из своей груди. С этим сердцем я властен Смыкать ваши веки. Я буду петь до наступления рассвета. Ярким светом на небосводе Горит моё сердце. Они приходят к вам ночью, Демоны, lухи, злые колдуньи. Они выползают из подвала И крадутся к вам под одеяло.  А теперь, милые детишки, прошу внимания. Я – голос из подушки. Я вам кое-что принёс. Ярким светом на небосводе Горит моё сердце. Они приходят к вам ночью, И крадут ваши маленькие горячие слёзы. Они ждут восхода луны, А затем вливают их в мои холодные вены. А теперь, милые детишки, прошу внимания. Я – голос из подушки. Я буду петь до наступления рассвета. Ярким светом на небосводе Горит моё сердце! Горит моё сердце!	0.0
2532	" Весной поросята ходили гулять. Счастливей не знал я семьи. ""Хрю-хрю"", - говорила довольная мать, А детки визжали: ""И-и!"" Но самый визгливый из всех поросят сказал им: ""О, братья мои! Все взрослые свиньи ""хрю-хрю"" говорят, Довольно визжать вам ""и-и""! Послушайте, братья, как я говорю Чем хуже я взрослой свиньи? Бедняжка! Он думал, что скажет ""хрю-хрю"", Но жалобно взвизгнул: ""И-и!"" С тех пор перестали малютки играть, Не рылись в грязи и в пыли. И все оттого, что не смели визжать, А хрюкать они не могли! Мой мальчик! Тебе эту песню дарю. Рассчитывай силы свои. И, если сказать не умеешь ""хрю-хрю"", - Визжи, не стесняясь: ""И-и!"""	0.0
2533	 Болонка КРОХА и магия груминга))))	0.0
2534	 Subway Surfers лучше, чем Minion Rush.	1.0
2535	 Сегодня ездила до МАМЫ...Родная,  Милая,  Любимая МАМА,  прости меня за все плохое что было. Я тебя люблю,  хоть ты и сейчас не со мной...но ты в моем сердце. Спасибо за то, что ты была,  и за то, что меня родила...Спи спокойно вечным сном. И пусть ангелы тебе колыбельные  поют...	0.0
2536	 Мне нравится GALANTIS - Runaway (U &amp; I) на Радио Рекорд!	1.0
2537	 И.С.Бах. Менуэт и Скерцо из оркестровой сюиты № 2 си-минор	0.0
2538	 ДРУЗЬЯ! Мы делаем  бизнес ВМЕСТЕ!   С 2 марта действует секретный бонус! Заходим и приглашаем людей http://irinamajor1.as8.tv/1 Это просто невероятные новости и большое будущее! Особенно, когда с тобой рядом НАСТАВНИКИ,  Виктор Минаильченко, Gintas Vaidotas, Андрей Шауро! Акции, Сервис, Продукты, Возможности, Награды, Деньги! Скидки! Ураааа!	1.0
2539	" — Странная ты. — Не странная. Просто делаю что хочу. И говорю что хочу. — Непросто, наверное, приходится. — Не сложнее, чем другим. Они тратят время и силы, чтобы быть такими, как все, а я — на то, чтобы быть собой. Затраты одинаковые. Результат разный. Мацуо Монро ""Научи меня умирать"""	0.0
2540	 Какой-то ужасный осадок после этого фильма( когда читаешь представляешь совсем другое... ужасный фильм,жестокий...	0.0
2541	 В поиске подарка своей жене наткнулся на сайт #женской_одежды http://www.xstyle.com.ua/womenswear  и решил здесь выбрать ей подарок	1.0
2542	 Сашааа.. Ну ты понял))  и да Ира, не удалишь ты это,  я поменяла пароль)) :*	0.0
2543	 Ура, мы в месте😘😍🎉	0.0
2544	 стойки своими руками	1.0
2545	 Стоимость проведения праздника в нашей комнате составляет 2600р. Сюда включены: 2,5 часа пребывания в комнате, из них полуторочасовая полная программа с аниматором со всеми доп услугами, а так же сладкий стол для деток: печенье, чай, конфеты. С собой можете приносить любые продукты и напитки, для взрослых, если нужно, накрываем отдельный стол, на взрослый стол можно принести шампанское или вино. Вся посуда у нас есть: тарелки, вилки, ложки – стандартные белые одноразовые, стаканы и прочие столовые принадлежности тоже есть. От вас абсолютно ничего не нужно, кроме продуктов и напитков.  Пребывание 2,5ч, например вы арендуете комнату с 12-00 до 14-30. у вас получается с 12-00 до 12-30 свободное время: осваиваетесь, кушаете, играете, в 12-30 начинает работу аниматор. В 14-00 аниматор выносит торт, если он у вас заявлен в программе, сажает деток за стол, вам выносят угощения и чай. Аниматор уходит и у вас еще есть полчаса свободного времени, так же играете, кушаете, танцуете. В 14,30 вы должны произвести оплату администратору и освободить комнату.  Стоимость указана за 1 аниматора, если вам нужно два аниматора на праздник, то это будет на 400руб дороже. Итого 3000р за 2,5 часа пребывания в комнате, полную полуторачасовую программу со всеми доп услугами с двумя аниматорами, и сладкий стол.  Продление комнаты 400р/ч.  Для малышей 1-2г стоимость проведения праздника в нашей комнате составляет 2100р. Сюда включены: 2часа пребывания в комнате, из них полная часовая программа с аниматором со всеми доп услугами, а так же сладкий стол для деток: печенье, чай, конфеты.	0.0
2546	 В НАЛИЧИИ	1.0
2547	 и не говори	0.0
2548	 Объединение танцев и алкоголя в одном предложении- ОЙ ВСЁ!  Злая.	0.0
2549	 Раздача игры Counter-Strike: Global Offensive	1.0
2550	 Новая версия Яндекс.Браузера умеет уведомлять о событиях во ВКонтакте.	1.0
2551	" Презентация на тему: ""Виды с порта н а з имних О лимпийских играх. Биатлон Бобслей Кёрлинг Хоккей на льду Конькобежный спорт Санный спорт Лыжный спорт."". Скачать бесплатно и без регистрации."	1.0
2552	 Хочешь иметь раскрученную страницу и не одну(как пример моя страница https://vk.com/pleshanov_artyom ), а так же хорошо зарабатывать на ней? Значит данный курс для тебя!!! Курс по БЫСТРОМУ созданию промо аккаунтов для работы, привлечения клиентов, а так же ЗАРАБОТКА на рекламе от 1000-2000 рублей в день!!! ТАКОГО ВЫ ЕЩЕ НЕ ВИДЕЛИ!!!(НЕ НАКРУТКА С ПОМОЩЬЮ ПРОГРАММ!!!) Курс просто шикарный и опробован мною лично. Просто незаменим для людей, работающих в интернет-бизнесе. Цена курса всего 1000 рублей!!! По вопросу преобретения писать в личку https://vk.com/pleshanov_artyom Описание курса https://vk.com/topic-59747784_31244752	1.0
2553	 Мужчины бывают твердыми, как сталь. 💪 💪 Их решения всегда четкие и безоговорочные. Но каждый из них слаб перед нежностью и красотой женщины, в которую влюблен. ☝ 😋 😋 😋	0.0
2554	 Здоровая и полезная еда – поможет сохранить и улучшить общее здоровье всего организма, ведь еда это единственный источник энергии и неотъемлемая часть нашей жизни. Часто многие хронические болезни, такие как ожирение, сердечнососудистые заболевания, диабет, вызваны неправильным питанием. Правильное питание во много уменьшает риск этих болезней. Здоровая и полезная едадолжна иметь баланс жиров, белков, углеводов и  калорий, что бы поддерживать потребности в энергии, микроэлементов. 1. Полезные углеводы.  Необходимо выбрать хорошие углеводы: злаковые (чем менее обработанные, тем лучше), ржаной хлеб, овощи, фрукты и бобы. Старайтесь избегать белого хлеба, белого риса, разного рода выпечка, сладких газированных напитков и других сильно обработанных продуктов. 2. Белок.  Обратите внимание на белок, хороший выбор это рыба и морепродукты, птица, яйца, орехи, фасоль, неочищенный рис. Советуем ограничить или избегать употребления свинины, говядины и баранины, т.к. оно содержит большое количество насыщенных жиров. А какие жиры полезны? 3. Полезные жиры.  Выбирайте продукты, содержащие полезные жиры: растительные масла, оливки, авокадо, орехи, рыба и вообще рыбий жир очень полезен для организма. Полезные советы - Избегайте насыщенных жиров (маргарин, животные жиры, сливочное масло). 4. Овощи и фрукты.  Ешьте больше овощей и фруктов, чем больше разнообразия, тем лучше. Овощи и фрукты нормализуют пищеварение, повышают иммунитет, являются главным источником витаминов и минералов. Так же имеют замечательный вкус, что поднимает наше настроение. 5. Витамины и микроэлементы.  Кальций, как мы все знаем, важный микроэлемент в нашем организме. Хорошими источниками кальция являются молочные продукты, рыбные консервы, зелёные овощи, орехи, соевые продукты и еда. 6. Вода.  Вода главный источник жидкости. Употребляйте воду, которая была профильтрована домашним фильтром либо же бутилированную. Так же в здоровую диету могут вписаться такие напитки как чай, кофе, 100 - процентные фруктовые соки. 7. Соль. Совет - ограничьте себя в потреблении соли, поначалу может быть не привычно, но потом понравится ощущать истинный вкус продуктов, а не присоленный. Полностью соль из своего рациона убирать не нужно, так как она является важным элементом жизнедеятельности нашего организма.  Теперь Вы знаете, что такое полезная еда.   Источник: http://nasovet.ru/health/198-poleznaya-eda/ http://zurnalzdorovje.blogspot.com/2015/03/blog-post_3.html	1.0
2555	 Хочу и Баста в эфире РЕКОРД 102.7 FM Волгодонск!!!! Присылай свои приветы, поздравления, пожелания!!!))))))))))	1.0
2556	" Ваня: ""Мам, смотри, какая ракета!!! Там есть Юля и Гагаля!"" (Гагарин, я вас любила, ооо...ла-ла-ла)"	0.0
2557	 ЕЩЕ 2 БОНИ И ВЫКУПАЕМ!! КАЧЕСТВЕННЫЕ КЛАССНЫКЕ КУРТОЧКИ НА ВЕСНУ!!!! СВОБОДНО НА 98, 104, 116 СМ_ЕСТЬ ЗАМЕРЫ!!!!!! ЦЕНА________310 ГРН! КТО ХОЧЕТ??????????	1.0
2558	" МОЛОДЕЦ ЛОЗА!!! БРАВО!!!! ЗА ВСЕХ РОССИЯН ОТВЕТИЛ!!!!  Ответ украинской девочке Насте Дмитрук на ее стихи ""Никогда мы не будем братьями""...от Юрия Лозы:  Вас растили, наверное, не матери, И не с сестрами, и не с братьями,  Вам фашистскую, черную свастику  При рожденьи дарили каратели. С детства вам забивали головы Профашистскими ""супер-героями"",  Вот и жжете коктейли вы Молотова, А не учите Правду истории... Вы себя возомнили смелыми,  Не рабами, что в цепи закованы,  Только где ваши пашни спелые?  Вы давно свои земли продали!  Вы и предков своих тупо предали,  Что за вас погибали смелыми, Чувства Чести для вас неведомы, Вот и скачете, как оголтелые... Малолетки...Безликие...Стадные... Лица черным у вас зашорены, Родились вы во время досадное, Получились из вас горе-воины... Украину вы вовсе не любите!  И святыни ее не цените!  Если сук свой отцовский рубите! Если Родину свастикой метите! Никогда вы не будете братьями!  Нам - нацисты - враги беспородные,  И не смейте себя, предатели,  Называть Украинцами кровными. (Юрий Лоза.)"	0.0
2559	 Кому скучно, тот может завести племянника/племянницу, отдать его/ее в школу и делать в ночи заготовку под открытку. 💃✌️🎨	0.0
2560	 Наверное так и есть	0.0
2561	 Говорят лучшие это мэрис и муни японские первыми мы пользуемся, супер!	0.0
2562	 В упртм семейном кругу))) #friends #happyfamilytree #упрт #home @julia_ns2403 и @_iamdana к сожалению не попали в кадр(((	0.0
2563	 Мастер и Маргарита | Михаил Булгаков | LoveRead.ws - читать книги онлайн бесплатно	1.0
2564	 я пишу пишу в сообщении а меня игнорят	0.0
2565	 Скажи плиз тут тоже рукава и длина вниз!!) см	0.0
2566	" Дорогие друзья!15 марта в 12.00 состоится третья встреча группы психологической поддержки ""Трамплин"". У Вас еще есть возможность к нам подключиться. Подробности  http://www.b17.ru/trainings/gruppa_psihologichskoy_podderzhki/"	1.0
2567	 &gt; Была встреча с главой МИД Японии. Сильный жест от настоящих друзей - 1 млрд иен [8,5 млн долларов] на медицинское оборудование для украинских больниц от правительства Японии	0.0
2568	 очень классная!	0.0
2569	" • ВОДОЛЕЙ  Плюсы:  + Вы гений  + Вы отлично разбираетесь в людях  + Вы добрый  + У вас много друзей  + Вас все любят  + У вас отличное чувство юмора  + Скорее всего вы офигенный художник/музыкант/поэт и т.д.  + Вы очень красивы  + Вы свободны и делаете только то, что хотите  Минусы:  - Вас никто не понимает  - Из-за того что вы умный вас постоянно просят списать/решить/помочь с учебой  - Вы не умеете говорить ""нет""  - Вы все еще не умеете говорить ""нет""  - Вы слишком эмоционально на все реагируете  - Многие (читай - все) считают вас странным  - Вы не понимаете за что на вас обижаются, вы же все делаете из благородных мотивов  - Вы никогда не женитесь/выйдете замуж, так как слишком высоко цените свободу  - Вам легко садятся на шею  - Вы верите в то, что все люди добрые и даже отпетых хулиганов считаете няшками"	0.0
2570	 в торге продам валентинки лоти от 500шт  куплю глину 1к3 в лс Куплю Коллекции Охота 1 к 110 Рогов 1 к 170 Шаманская 1 к 50 Праздничная 1 к 80 Лоты от 50 Стоят от 1 К Лс	0.0
2571	 Пушков назвал три сценария «оранжевой революции» в России - Газета.Ru | Новости	1.0
2572	 Еще один кофе и спать.	0.0
2573	 Разве есть хоть что-то идеальное в этом мире????	0.0
2574	 Поздравляю ,всех , с наступившей весной !   Яркого весеннего солнца и тепла !	0.0
2575	 ‼Вот он долгожданный старт проекта Вeastinvest!!!!!!!  ⏬ Мы рады сообщить Вам что проект  начинает свою деятельность, надеемся на долгосрочное сотрудничество. Для регистрации в проекте, нажмите на реферальную ссылку.  Не теряйте время ,начинайте строить команду прямо сейчас  копируйте и вставляйте браузер  ✅       http://beastinvest.su/?ref=bstart      ✅	1.0
2576	 Достоин уважения! Сам занимался курьерской доставкой, а теперь развивается семи мильными шагами! И политику компании правильную выстроил! Восхищаюсь я такими людьми! А то у нас украл где нить бабло купил завод а что там как там вообще не але... только что и делает что пулюли все раздает и главное что бы денег приносило.... обидно за нашу страну. Вот бы у нас так начали бы развиваться, а не надеется что придет кто то со всем готовеньким и все сделает, но нет все ждут халявы....	0.0
2577	 Эх, умели же когда-то делать автомобили.... Был когда-то бензин почти бессплатный.... И доллар по 5 грн... ...маршрутки по 1.50 грн... ;:(	0.0
2578	 Видео более 20-ти песен Alex Angel (BLACK ANGELS) с концерта в Роут-66 уже в наличии на YouTube канале: http://www.youtube.com/watch?v=7TGmtGbRKw0	1.0
2579	 Это было незабываемо. Дорн самый мощный музыкант во всей Украине. Я даже не думал что в живую это может быть настолько круто.  #Ivan_Dorn #Randorn	0.0
2580	" ""МАЙОР.""(Криминал.Драма.) ФИЛЬМЫ HD:"	1.0
2581	 Порошенко ужесточил ответственность для силовиков. Президент Украины Пётр Порошенко подписал три закона, ужесточающих ответственность военнослужащих и мобилизованных.  Один из подписанных Порошенко законов вводит в Уголовный кодекс статью 336, которая устанавливает ответственность за «уклонение от прохождения гражданской защиты в особый период или в случае проведения целевой мобилизации», говорится на сайте президента Украины. Еще один закон «устанавливает более строгую уголовную ответственность военнослужащих за совершение отдельных военных преступлений в условиях особого периода». В частности, речь идет об ужесточении наказаний за неисполнение приказа командиров и самовольное оставление воинской части или места службы. Третий закон, который подписал глава украинского государства, в частности, «уточняет рамки ответственности, которые касаются военных административных нарушений и не влекут за собой уголовной ответственности».	0.0
2582	 -Фундамент; -Каркасно-щитовые дома -Стропильная система -Кровля (шифер, ондулин, металлопрофиль, металлочерепица) любой сложности; -Подшив кровельных свесов. -Монтаж водосточной системы. -Наружняя отделка (сайдинг, блокхаус, металлопрофиль); -Полы (замена, утепление, монтаж); -Потолки (замена, утепление, монтаж); -Установка сантехники, унитазов, ванн, раковин, разводка водопровода; -Укладка напольных покрытий. Ковролин. Ламинат. Линолеум; -Монтаж панелей ПВХ; -Отделочные работы; -Гипсокартонные конструкции любой сложности; Возможен безналичный расчет. НДС. Помощь и консультации в выборе и расчет материалов бесплатно. БЫСТРО, КАЧЕСТВЕННО И НЕ ДОРОГО. РАБОТАЕМ ПО ГОРОДУ И ОБЛАСТИ. 89113592282 ВОЛОДЯ	1.0
2583	 Настоящее хобби нашего поколения – это нытьё и тупой пиздёж ни о чём. Неудачные отношения, проблемы с учёбой, начальник-мудак… Это всё полная фигня. Если у тебя ничего не получается - есть только один мудак – это ты. И ты сильно удивишься, если узнаешь, как много можно изменить, просто оторвав жопу от дивана.	0.0
2584	" Дорогие друзья, послушайте!  Песня необыкновенная! Ассоциируется с последним путешествием в Санкт-Петербург )))) Она звучала в спектакле ""Все мы прекрасные люди"" ) Ps где-то в СПб посеяла любимые беленькие наушники, если кто найдет ... ))))))))))))) Без ушей, как без рук ))))))))))))))  http://youtu.be/CSiULpnBrNI"	1.0
2585	 о да, особенно 1 и 2 :)	0.0
2586	 из www.thePO.ST: Логично.Крови нет.	1.0
2587	 http://www.youtube.com/watch?v=45JjCjIJakg&amp;feature=youtu.be О как!!! Я отсюда оказывается 6 композиций знаю!!! Причём, 3 - в оригинале (в исполнении Акины Накамори), а другую половину - в исполнении Ясу.))) Сюрпрайз!)))	1.0
2588	 И всё же, близкие тебе люди уходят, оставляя после себя пустоту. Они забирают с собой часть тебя. Ты никогда не сможешь забыть то, что хочешь забыть больше всего. Никогда. Запомни, тот, кто причинил тебе больше всего боли, рано или поздно вспомнит о тебе, но будет поздно. Не живи прошлым, как бы оно не было превосходно...Нужно жить настоящим. И помни, те, кому ты нужен, никогда тебя не забудут. Будут звонить, писать первые, волноваться за тебя. Все просто.	0.0
